N,T,suffix,model,method,pick_periods,n,objective,root_time,solving_time,MIP_gap,relaxation_gap,nodes,proportion_of_set_up_costs,proportion_of_holding_costs,set_up_costs_proportion_at_warehouse,set_up_costs_proportion_at_retailers,nb_set_ups_at_warehouse,nb_set_ups_at_retailers,holding_costs_warehouse,holding_costs_retailers,nb_variables,nb_binary_variables,nb_constraints,
50,15,DD_DF01,tpc,consecutive_sum,max_gap,1,67404.92,0.1069948673248291,0.06566095352172852,0.0,0.26497626582747963,0,0.8561837919249812,0.14381620807501885,0.7048916151167022,0.2951083848832978,15.0,435.0,0.0,1.0,35476,15,12826,
50,15,DD_DF06,tpc,total_sum,max_gap,1,74956.61999999998,0.051527976989746094,0.06548595428466797,0.0,3.882756513932153e-16,0,0.8751862077025354,0.12481379229746485,0.7316809194981784,0.2683190805018216,15.0,437.0,0.0,1.0,35445,15,12765,
50,15,DD_DF06,tpc,total_sum,max_gap,2,55288.74,0.06935405731201172,0.1673719882965088,0.0,1.3159926621918723e-16,0,0.7238363543824656,0.2761636456175345,0.5852823588205897,0.4147176411794103,8.0,396.0,0.16645119374617678,0.8335488062538229,35445,15,12764,
50,15,DD_DF02,tpc,consecutive_sum,max_gap,1,69324.33999999991,0.11405396461486816,0.06643199920654297,0.0,0.2411194779015076,0,0.8645304088001426,0.13546959119985874,0.692590058899104,0.307409941100896,15.0,445.0,0.0,1.0,35476,15,12826,
50,15,DD_DF07,tpc,total_sum,max_gap,1,72904.75,0.05670309066772461,0.06302285194396973,0.0,0.0,0,0.8718636302847208,0.12813636971527917,0.7280021396095213,0.27199786039047874,15.0,443.0,0.0,1.0,35445,15,12765,
50,15,DD_DF09,spc,consecutive_sum,max_gap,2,51641.92999999999,0.13493585586547852,0.28310704231262207,0.0,0.043750675726746104,0,0.6988507207224828,0.3011492792775175,0.5348573011914658,0.4651426988085342,8.0,392.0,0.15834047606952956,0.84165952393047,34796,15,7576,
50,15,DD_DF07,tpc,total_sum,max_gap,2,56128.72,0.0854349136352539,0.19534802436828613,0.0,0.0,0,0.7295373919091688,0.2704626080908311,0.5878186968838527,0.4121813031161473,8.0,389.0,0.15213375913658908,0.8478662408634107,35445,15,12764,
50,15,DD_DF03,tpc,consecutive_sum,max_gap,1,72143.18999999996,0.08550000190734863,0.06524491310119629,0.0,0.29829591215285367,0,0.8631029484557037,0.13689705154429704,0.7195464692373167,0.28045353076268326,15.0,443.0,0.0,1.0,35476,15,12826,
50,15,DD_DF08,tpc,total_sum,max_gap,1,71034.16,0.061454057693481445,0.06123495101928711,0.0,0.0,0,0.8672869503911921,0.132713049608808,0.7207460191212037,0.2792539808787962,15.0,448.0,0.0,1.0,35445,15,12765,
50,15,DD_DF08,tpc,total_sum,max_gap,2,52753.740000000005,0.07512402534484863,0.17200112342834473,0.0,1.379230669556969e-16,0,0.7157028108338859,0.2842971891661143,0.5553554401949359,0.4446445598050641,8.0,399.0,0.1655249390908229,0.834475060909177,35445,15,12764,
50,15,DD_DF10,spc,consecutive_sum,max_gap,2,52978.36,0.13738703727722168,0.2681260108947754,0.0,0.019781095526550864,0,0.7005690625379872,0.2994309374620129,0.5422874848444025,0.45771251515559747,8.0,389.0,0.1578165029350654,0.8421834970649344,34796,15,7576,
50,15,DD_DF04,tpc,consecutive_sum,max_gap,1,69139.90000000001,0.13853096961975098,0.06595706939697266,0.0,0.24435816848640723,0,0.8622083630436259,0.13779163695637392,0.6996460503581433,0.30035394964185663,15.0,445.0,0.0,1.0,35476,15,12826,
50,15,DD_DF09,tpc,total_sum,max_gap,1,69520.09,0.05686497688293457,0.06176900863647461,0.0,2.0931956831999e-16,0,0.8685690711850345,0.13143092881496554,0.7058443601675969,0.29415563983240317,15.0,441.0,0.0,1.0,35445,15,12765,
50,15,DD_DF09,tpc,total_sum,max_gap,2,51641.93,0.07392406463623047,0.1704878807067871,0.0,0.0,0,0.6988507207224827,0.3011492792775174,0.5348573011914658,0.4651426988085342,8.0,392.0,0.15834047606952958,0.8416595239304704,35445,15,12764,
50,15,DD_DF01,tpc,consecutive_sum,max_gap,2,49250.57,0.1307840347290039,0.18934178352355957,0.0,0.0046716481318556935,0,0.682611389066157,0.3173886109338429,0.5098902406377346,0.49010975936226536,8.0,392.0,0.20436206983687505,0.7956379301631249,35476,15,12826,
50,15,DD_DF05,tpc,consecutive_sum,max_gap,1,67841.6,0.13633489608764648,0.0662839412689209,0.0,0.22567546559436502,0,0.8566720124525364,0.14332798754746354,0.6828349220551292,0.31716507794487075,15.0,441.0,0.0,1.0,35476,15,12826,
50,15,DD_DF10,tpc,total_sum,max_gap,1,72692.24999999999,0.06404614448547363,0.062023162841796875,0.0,2.0018523609280019e-16,0,0.8654980414005621,0.1345019585994381,0.713534133354526,0.2864658666454741,15.0,436.0,0.0,1.0,35445,15,12765,
50,15,DD_DF10,tpc,total_sum,max_gap,2,52978.36,0.06736421585083008,0.16695404052734375,0.0,1.3733829462035868e-16,0,0.7005690625379872,0.299430937462013,0.5422874848444025,0.45771251515559747,8.0,389.0,0.15781650293506536,0.8421834970649346,35445,15,12764,
50,15,DD_DF02,tpc,consecutive_sum,max_gap,2,52737.38,0.15146899223327637,0.20345687866210938,0.0,0.011436606571404674,0,0.7055147601189138,0.29448523988108627,0.5218641653452307,0.4781358346547693,8.0,392.0,0.16203724570808956,0.8379627542919106,35476,15,12826,
50,15,DD_DF06,tpc,consecutive_sum,max_gap,1,74956.61999999998,0.08481502532958984,0.06509995460510254,0.0,0.2920863560816908,0,0.8751862077025354,0.12481379229746485,0.7316809194981784,0.2683190805018216,15.0,437.0,0.0,1.0,35476,15,12826,
50,15,DD_DF01,sp,total_sum,max_gap,1,67404.91999999998,0.08084607124328613,0.2981069087982178,0.0,2.1588802758562514e-16,0,0.8557832276931716,0.14421677230682864,0.7052215519034741,0.2947784480965259,15.0,435.0,0.0,1.0,41565,15,13755,
50,15,DD_DF03,tpc,consecutive_sum,max_gap,2,54159.91,0.10086917877197266,0.19362592697143555,0.0,0.07653242653714414,0,0.7269952996598406,0.27300470034015956,0.5582363996545944,0.44176360034540557,9.0,411.0,0.16715237682361098,0.8328476231763889,35476,15,12826,
50,15,DD_DF07,tpc,consecutive_sum,max_gap,1,72904.75,0.09776115417480469,0.06712198257446289,0.0,0.2673070273198935,0,0.8718636302847208,0.12813636971527917,0.7280021396095213,0.27199786039047874,15.0,443.0,0.0,1.0,35476,15,12826,
50,15,DD_DF01,sp,total_sum,max_gap,2,49250.56999999999,0.08894705772399902,0.49666595458984375,0.0,1.477334701747295e-16,0,0.6821037807278171,0.31789621927218303,0.5102696910162529,0.4897303089837471,8.0,391.0,0.20084220234700195,0.7991577976529979,41565,15,13754,
50,15,DD_DF04,tpc,consecutive_sum,max_gap,2,51839.91,0.13590002059936523,0.19295597076416016,0.0,0.0003044243968274581,0,0.7124240763535276,0.2875759236464723,0.5214718942922127,0.4785281057077873,8.0,398.0,0.1657844728067181,0.8342155271932823,35476,15,12826,
